"Województwo";"Powiat";"Wybierany organ";"Numer okręgu";"Liczba mandatów";"Liczba list";"Liczba kandydatów";"Mieszkańcy";"Wyborcy";"Siedziba TKW";"Opis granic";"TERYT Powiatu";"Liczba wysłanych pakietów wyborczych"
"łódzkie";"tomaszowski";"Rada Powiatu w Tomaszowie Mazowieckim";3;4;5;30;16570;13843;"Tomaszów Mazowiecki";"Tomaszów Mazowiecki: ul. Akacjowa, ul. Aleja Marszałka Józefa Piłsudskiego od Nr 1 do Nr 41, ul. Armii Krajowej, ul. Bartosza Głowackiego, ul. Bohaterów Getta Warszawskiego, ul. Berka Joselewicza, ul. Bociania, ul. Bogusława Meca, ul. Bohaterów 14 Brygady, ul. Browarna, ul. Bukowa, ul. Chemików, ul. Chłodna, ul. Ciesielska, ul. Czołgistów, ul. Dolna, ul. dra Michała Biernackiego, ul. Elizy Orzeszkowej, ul. Fabryczna, ul. Farbiarska, ul. Gen. J. Hallera, ul. Górna od Nr 1 do Nr 23 (nieparzyste), od Nr 2 do Nr 16 (parzyste), ul. Grabowa, ul. Grunwaldzka, ul. Hoża, ul. Inżynierska, ul. Jałowcowa, ul. Jarzębinowa, ul. Jerozolimska, ul. Jodłowa, ul. Juliusza Słowackiego od Nr 1 do Nr 49 (nieparzyste), od Nr 2 do Nr 42 (parzyste), ul. Kasztanowa, ul. Kępa, ul. Krótka, ul. Krzyżowa, ul. ks. Stanisława Grada, ul. Legionów od Nr 1 do Nr 19 (nieparzyste), od Nr 37 do Nr 55 (nieparzyste), od Nr 2 do Nr 14 (parzyste), od Nr 34 do Nr 56 (parzyste), ul. Leszczynowa, ul. Letnia, ul. Ligi Morskiej i Rzecznej, ul. Majowa, ul. Mała, ul. Mazowiecka od Nr 7 do końca (nieparzyste), od Nr 4 do końca (parzyste), ul. Miła, ul. Mireckiego, ul. Modra, ul. Morelowa, ul. Mostowa, ul. Murarska, ul. Nadpiliczna, ul. Niecała, ul. Niska, ul. Nowowiejska od Nr 1 do Nr 27, ul. Nowy Port, ul. Obwodowa, ul. Olgi i Andrzeja Małkowskich, ul. Orla, ul. Osiedlowa, ul. P. C. K. , ul. P. O. W. , ul. Parkowa, ul. Partyzantów, ul. Piekarska, ul. Piękna, ul. Plac Gabriela Narutowicza, ul. Plac Tadeusza Kościuszki, ul. Polna od Nr 1 do Nr 33 (nieparzyste), od Nr 2 do Nr 34 (parzyste), ul. Prawa, ul. Prezydenta Ignacego Mościckiego, ul. Prof. T. Seweryna, ul. Prosta, ul. Przeskok, ul. Ruda, ul. Rybaki, ul. Rzeźnicza, ul. Siedmiodomki, ul. Spacerowa, ul. Strzelecka od Nr 1 do Nr 19 (nieparzyste), ul. Szczęśliwa od Nr 129 do końca (nieparzyste), od Nr 114 do końca (parzyste), ul. Szkolna Nr 1, od Nr 2 do Nr 12 (parzyste), ul. Środkowa, ul. św. Antoniego od Nr 1 do Nr 75 (nieparzyste), od Nr 2 do Nr 66 (parzyste), ul. Św. Filipa Neri, ul. Świerkowa, ul. Tadeusza Kawki, ul. Techniczna, ul. Tkacka, ul. Topolowa, ul. Ustronie, ul. Wiejska, ul. Willowa, ul. Wschodnia, ul. Zacisze od Nr 1 do Nr 27 (nieparzyste), od Nr 2 do Nr 60 (parzyste), ul. Zagajnikowa, ul. Zapiecek, ul. Zawadzka od Nr 103 do końca (nieparzyste), od Nr 108 do końca (parzyste), ul. Zdrojowa, ul. Zgorzelicka, ul. Żytnia";"101600";1
"łódzkie";"tomaszowski";"Rada Powiatu w Tomaszowie Mazowieckim";4;3;5;25;16710;13403;"Tomaszów Mazowiecki";"Gminy: Będków, Rokiciny, Ujazd";"101600";8
"łódzkie";"tomaszowski";"Rada Powiatu w Tomaszowie Mazowieckim";5;4;5;30;19618;15833;"Tomaszów Mazowiecki";"Gminy: Tomaszów Mazowiecki, Inowłódz, Rzeczyca";"101600";0
"łódzkie";"tomaszowski";"Rada Powiatu w Tomaszowie Mazowieckim";6;4;5;30;17251;13705;"Tomaszów Mazowiecki";"Gminy: Budziszewice, Lubochnia, Czerniewice, Żelechlinek";"101600";4
"łódzkie";"wieluński";"Rada Powiatu w Wieluniu";1;8;5;48;29392;24474;"Wieluń";"gm. Wieluń";"101700";1
"łódzkie";"wieluński";"Rada Powiatu w Wieluniu";2;6;5;40;22506;18164;"Wieluń";"gm. Biała, gm. Ostrówek, gm. Skomlin, gm. Czarnożyły, gm. Mokrsko";"101700";0
"łódzkie";"wieluński";"Rada Powiatu w Wieluniu";3;5;5;35;21201;17212;"Wieluń";"gm. Konopnica, gm. Osjaków, gm. Pątnów, gm. Wierzchlas";"101700";2
"łódzkie";"wieruszowski";"Rada Powiatu Wieruszowskiego";1;6;4;31;13697;11213;"Wieruszów";"gm. Wieruszów";"101800";1
"łódzkie";"wieruszowski";"Rada Powiatu Wieruszowskiego";2;6;4;30;15558;12433;"Wieruszów";"gm. Galewice, gm. Lututów, gm. Sokolniki";"101800";0
"łódzkie";"wieruszowski";"Rada Powiatu Wieruszowskiego";3;5;4;27;11819;9577;"Wieruszów";"gm. Bolesławiec, gm. Czastary, gm. Łubnice";"101800";2
"łódzkie";"zduńskowolski";"Rada Powiatu Zduńskowolskiego";1;3;3;15;10066;8558;"Zduńska Wola";"al. Feliksa Rajczaka, al. Tadeusza Kościuszki, Bronisława Tomaszewskiego, Cicha, Czeska, Dojazd, Dolna nieparzyste od nr 1 do nr 29 i parzyste od nr 2 do nr 20, Fabryczna, Gabriela Narutowicza, gen. Władysława Sikorskiego, Główna, Graniczna, Inżynierska, Jana Kilińskiego nieparzyste od nr 1 do końca i parzyste od nr 2 do nr 40, Janusza Teodora Dybowskiego, Jarosława Dąbrowskiego, Jerzego Szaniawskiego, Juliusza, Kręta, Królewska, Krucza, Łaska nieparzyste od nr 1 do nr 77 i parzyste od nr 2 do nr 82, Łąkowa, Łódzka parzyste od nr 28 do nr 50, Marii Konopnickiej, Mikołaja Reja, Miła, Młynarska, Obrońców Westerplatte, Osmolińska, Parkowa, Pasaż Powstańców Śląskich, Piaskowa, Piwna, pl. Konstytucji 3 Maja, pl. Krakowski, Plac św. Jana Pawła II, Podmiejska, Pomorska, prof. dr. Tadeusza Kobusiewicza, Przejazd, Spokojna, Srebrna, Stefana Złotnickiego, Stefana Żeromskiego, Szadkowska parzyste od nr 16 do nr 28A, Szkolna, Szpitalna, św. Maksymiliana Marii Kolbego, Torfowa, Ukośna, Wąska, Wiklinowa, Władysława Jagiełły, Wschodnia, Zielona";"101900";0
"łódzkie";"zduńskowolski";"Rada Powiatu Zduńskowolskiego";2;5;4;24;17785;14684;"Zduńska Wola";"Adama Mickiewicza, Aleksandra Gierymskiego, Antoniego Słonimskiego, Boczna, Bolesława Prusa, Braterska, Daleka, Dobra, Dolna nieparzyste od nr 31 do końca i parzyste od nr 22 do końca, Elizy Orzeszkowej, Grażyny Bacewicz, Grzybowa, Haliny Poświatowskiej, Heleny Modrzejewskiej, Henryka Sienkiewicza, Henryka Wieniawskiego, Ignacego Jana Paderewskiego, Jacka Malczewskiego, Jana Matejki, Janusza Korczaka, Jarosława Iwaszkiewicza, Jasna, Jedności, Józefa Chełmońskiego, Juliana Przybosia, Juliana Tuwima, Juliusza Kossaka, Kacza, Kaczeńcowa, Kardynała Stefana Wyszyńskiego, Karola Szymanowskiego, Komisji Edukacji Narodowej, Kościelna, Krótka, Krzysztofa Kamila Baczyńskiego, Krzywa, ks. Jana Twardowskiego, ks. Jerzego Popiełuszki, ks. prof. Józefa Tischnera, Leopolda Staffa, Lniana, Ludowa, Ludwika Solskiego, Ludwika Zamenhofa, Marii Pawlikowskiej-Jasnorzewskiej, Mieczysława Karłowicza, Nadziei, Nowy Świat, Obywatelska, Paprocka, Pasaż Zrzeszenia Wolność i Niezawisłość, pl. Wolności, Pokoju, Polna, Południowa, Porębska, Prosta, Przyjaźni, Radosna, Robotnicza, Sejmowa, Serdeczna, Sieradzka nieparzyste od nr 1 do końca, Sokola, Sosnowa, Społeczna, Stanisława Grochowiaka, Stanisława Ignacego Witkiewicza, Stefana Jaracza, Śnieżna, Targowa, Tkacka, Topolowa, Wczasowa, Widawska, Wiejska, Wilcza, Wisławy Szymborskiej, Władysława Reymonta, Wojciecha Bogusławskiego, Wrzosowa, Zduńska, Zgody, Złota, Zofii Nałkowskiej, Czesława Miłosza, kpt. Władysława Jachowicza, ks. płk. Józefa Balcerczyka, Agrestowa, Andrzeja Kmicica, Bałtycka, Czereśniowa, Długa, Drwęcka, Dworcowa, Dziewiarska, Getta Żydowskiego, Henrykowska, Hetmana Stefana Czarnieckiego, Hetmańska, Jabłeczna, Jana III Sobieskiego, Jana Kazimierza, Jana Kilińskiego parzyste od nr 42 do końca, Jana Onufrego Zagłoby, Jana Skrzetuskiego, Juliusza Słowackiego, Kanałowa, Klonowa, Longinusa Podbipięty, Łódzka nieparzyste nr 1 i nieparzyste od nr 11 do nr 19 i parzyste od nr 2 do nr 26, Malinowa, Marii Skłodowskiej-Curie, Michała Wołodyjowskiego, Mostowa, Narwiańska, Nerska, Notecka, Odrzańska, Ogrodowa, Opiesińska, Orzycka, Pasaż dr. Jakuba Lemberga, Pasaż im. Janusza Kusocińskiego, Pilicka, pl. Żelazny, Poznańska, Północna, Przemysłowa, Przytorze, Rycerska, Sielska, Sieradzka parzyste od nr 2 do końca, Słowiańska, Spacerowa nieparzyste od nr 1 do nr 57 i parzyste od nr 2 do nr 48, Stanisława Moniuszki, Stanisława Żółkiewskiego, Stawowa, Szadkowska nieparzyste od nr 1 do końca i parzyste od nr 2 do nr 14 i od nr 30 do końca, Torowa, Tymienicka, Warcka, Wileńska, Wiślana, Wiśniowa, Wodna, Wolska, Zachodnia, Zakątna, Zakopiańska, Zielonogórska, Żeglińska, Żytnia";"101900";1
"łódzkie";"zduńskowolski";"Rada Powiatu Zduńskowolskiego";3;3;3;15;9323;7632;"Zduńska Wola";"1 Maja, Akacjowa, Aleksandra Fredry, Andrzeja Struga, Astrowa, Azaliowa, Bolesława Leśmiana, Borowa, Brzozowa, Bukowa, Cedrowa, Ceramiczna, Cisowa, Cypriana Kamila Norwida, Cyprysowa, Czeremchy, Dębowa, Fryderyka Chopina, gen. Józefa Bema, Głogowa, Gołębia, Grabowa, Grunwaldzka, Hugona Kołłątaja, Iglasta, Irysowa, Jagodowa, Jałowcowa, Jana Długosza, Jana Kochanowskiego, Jarzębinowa, Jaśminowa, Jaworowa, Jesionowa, Jodłowa, Juliana Ursyna Niemcewicza, Juliusza Sylli, Kalinowa, Karsznicka, Kasztanowa, Kazimierza Kałużewskiego, Klasztorna, Kłosowa, Kolejowa, Kombatantów, Konstantego Ildefonsa Gałczyńskiego, Konwaliowa, Kosodrzewiny, Krańcowa, Kryształowa, Kwiatowa, Laskowa, Lawendowa, Leszczynowa, Leśna, Liliowa, Lipowa, Liściasta, Łanowa, Łaska nieparzyste od nr 79 do końca i parzyste od nr 84 do końca, Łódzka nieparzyste od nr 21 do końca i parzyste od nr 72 do końca, Magnoliowa, Maratońska, Marzenińska, Mikołaja Kopernika, Miłorzębowa, mjr. Henryka Sucharskiego, Modrzewiowa, Murarska, Narciarska, Nowomiejska, Olimpijska, Orla, Orzechowa, Partyzantów, Pasaż bł. ks. Franciszka Drzewieckiego, Piekarska, Piłkarska, Piniowa, Piotra Skargi, pl. Zwycięstwa, Platanowa, Podleśna, Poprzeczna, Poziomkowa, Rolna, Romualda Traugutta, Różana, Sadowa, Saneczkowa, Siewna, Słoneczna, Spacerowa nieparzyste od nr 59 do końca i parzyste od nr 50 do końca, Strzelecka, Sportowa, Spółdzielcza, Stanisława Staszica, Stanisława Wyspiańskiego, Stefana Okrzei, Szpakowa, św. Alojzego Orione, Świerkowa, Tenisowa, Tulipanowa, Turystyczna, Urocza, Wiązowa, Wierzbowa, Wincentego Pola, Wincentego Witosa, Wiosenna, Wita Stwosza, Wojska Polskiego, Wolna, Wspólna, Wychodnia, Zbożowa, Żurawia";"101900";3
"łódzkie";"zduńskowolski";"Rada Powiatu Zduńskowolskiego";4;4;4;21;12158;9628;"Zduńska Wola";"gm. Zduńska Wola";"101900";0
"łódzkie";"zduńskowolski";"Rada Powiatu Zduńskowolskiego";5;4;4;21;12443;9941;"Zduńska Wola";"gm. Szadek, gm. Zapolice";"101900";0
"łódzkie";"zgierski";"Rada Powiatu Zgierskiego";1;9;5;54;49900;41963;"Zgierz";"miasto Zgierz";"102000";1
"łódzkie";"zgierski";"Rada Powiatu Zgierskiego";2;5;5;31;30137;24849;"Zgierz";"miasto Głowno, gmina Głowno, gmina Stryków";"102000";0
"łódzkie";"zgierski";"Rada Powiatu Zgierskiego";3;3;5;23;17206;14190;"Zgierz";"miasto Ozorków";"102000";0
"łódzkie";"zgierski";"Rada Powiatu Zgierskiego";4;5;5;31;32425;25552;"Zgierz";"gmina Aleksandrów Łódzki";"102000";6
"łódzkie";"zgierski";"Rada Powiatu Zgierskiego";5;5;5;31;27128;21986;"Zgierz";"gmina Parzęczew, gmina Ozorków, gmina Zgierz";"102000";4
"łódzkie";"brzeziński";"Rada Powiatu w Brzezinach";1;6;4;32;11563;9567;"Brzeziny";"Miasto Brzeziny";"102100";0
"łódzkie";"brzeziński";"Rada Powiatu w Brzezinach";2;3;3;15;5810;4654;"Brzeziny";"Gmina Brzeziny";"102100";0
"łódzkie";"brzeziński";"Rada Powiatu w Brzezinach";3;6;4;32;12157;9863;"Brzeziny";"Gmina Dmosin, Gmina Jeżów, Gmina Rogów";"102100";0
"małopolskie";"bocheński";"Rada Powiatu Bocheńskiego";1;6;6;48;27906;22663;"Bochnia";"Miasto Bochnia";"120100";3
"małopolskie";"bocheński";"Rada Powiatu Bocheńskiego";2;4;6;35;20285;15772;"Bochnia";"Gmina Bochnia";"120100";1
"małopolskie";"bocheński";"Rada Powiatu Bocheńskiego";3;3;6;26;14251;11103;"Bochnia";"Miasto i Gmina Nowy Wiśnicz";"120100";1
"małopolskie";"bocheński";"Rada Powiatu Bocheńskiego";4;4;6;34;17820;14165;"Bochnia";"Gminy: Drwinia, Rzezawa";"120100";3
"małopolskie";"bocheński";"Rada Powiatu Bocheńskiego";5;6;6;47;25287;19291;"Bochnia";"Gminy: Lipnica Murowana, Łapanów, Trzciana, Żegocina.";"120100";0
"małopolskie";"brzeski";"Rada Powiatu Brzeskiego";1;8;6;59;35031;28374;"Brzesko";"Gmina Brzesko";"120200";5
"małopolskie";"brzeski";"Rada Powiatu Brzeskiego";2;3;5;23;14622;11563;"Brzesko";"Gmina Dębno";"120200";0
"małopolskie";"brzeski";"Rada Powiatu Brzeskiego";3;4;6;32;17284;14034;"Brzesko";"Gmina Borzęcin Gmina Szczurowa";"120200";2
"małopolskie";"brzeski";"Rada Powiatu Brzeskiego";4;6;6;45;24494;18858;"Brzesko";"Gmina Gnojnik Gmina Czchów Gmina Iwkowa";"120200";4
"małopolskie";"chrzanowski";"Rada Powiatu Chrzanowskiego";1;5;7;45;20993;17185;"Chrzanów";"Alwernia, Babice";"120300";1
"małopolskie";"chrzanowski";"Rada Powiatu Chrzanowskiego";2;8;7;63;41295;34865;"Chrzanów";"Chrzanów";"120300";21
"małopolskie";"chrzanowski";"Rada Powiatu Chrzanowskiego";3;4;5;26;20734;16969;"Chrzanów";"Libiąż";"120300";5
"małopolskie";"chrzanowski";"Rada Powiatu Chrzanowskiego";4;6;7;51;30936;25787;"Chrzanów";"Trzebinia";"120300";5
"małopolskie";"dąbrowski";"Rada Powiatu Dąbrowskiego";1;6;4;32;20521;16697;"Dąbrowa Tarnowska";"gmina Dąbrowa Tarnowska";"120400";10
"małopolskie";"dąbrowski";"Rada Powiatu Dąbrowskiego";2;5;4;28;16808;13896;"Dąbrowa Tarnowska";"gmina Bolesław gmina Gręboszów gmina Mędrzechów gmina Olesno";"120400";0
"małopolskie";"dąbrowski";"Rada Powiatu Dąbrowskiego";3;6;4;32;20050;16128;"Dąbrowa Tarnowska";"gmina Radgoszcz gmina Szczucin";"120400";0
"małopolskie";"gorlicki";"Rada Powiatu Gorlickiego";1;5;5;34;24979;21059;"Gorlice";"Miasto Gorlice";"120500";8
"małopolskie";"gorlicki";"Rada Powiatu Gorlickiego";2;4;5;28;17049;13658;"Gorlice";"Gmina Gorlice";"120500";5
"małopolskie";"gorlicki";"Rada Powiatu Gorlickiego";3;4;5;28;16394;13241;"Gorlice";"Gmina Biecz";"120500";10
"małopolskie";"gorlicki";"Rada Powiatu Gorlickiego";4;5;5;33;24232;18965;"Gorlice";"Gmina Lipinki, Gmina Ropa, Gmina Sękowa, Gmina Uście Gorlickie";"120500";4
"małopolskie";"gorlicki";"Rada Powiatu Gorlickiego";5;5;5;33;23453;18015;"Gorlice";"Gmina Bobowa, Gmina Łużna, Gmina Moszczenica";"120500";1
"małopolskie";"krakowski";"Rada Powiatu w Krakowie";1;3;5;23;32234;25393;"Kraków";"Czernichów, Liszki";"120600";5
"małopolskie";"krakowski";"Rada Powiatu w Krakowie";2;4;4;22;32910;25872;"Kraków";"Igołomia-Wawrzeńczyce, Mogilany, Świątniki Górne";"120600";4
"małopolskie";"krakowski";"Rada Powiatu w Krakowie";3;3;4;18;29788;23711;"Kraków";"Kocmyrzów-Luborzyca, Słomniki";"120600";1
"małopolskie";"krakowski";"Rada Powiatu w Krakowie";4;4;4;24;36459;29059;"Kraków";"Iwanowice, Jerzmanowice-Przeginia, Skała, Sułoszowa";"120600";6
"małopolskie";"krakowski";"Rada Powiatu w Krakowie";5;3;4;19;30970;25332;"Kraków";"Krzeszowice";"120600";0
"małopolskie";"krakowski";"Rada Powiatu w Krakowie";6;5;4;28;50919;38609;"Kraków";"Michałowice, Wielka Wieś, Zielonki";"120600";5
"małopolskie";"krakowski";"Rada Powiatu w Krakowie";7;4;4;23;42104;33685;"Kraków";"Skawina";"120600";7
"małopolskie";"krakowski";"Rada Powiatu w Krakowie";8;3;4;20;27440;21731;"Kraków";"Zabierzów";"120600";0
"małopolskie";"limanowski";"Rada Powiatu Limanowskiego";1;5;5;34;27925;21680;"Limanowa";"Miasto Limanowa, Gmina Słopnice, Gmina Tymbark";"120700";21
"małopolskie";"limanowski";"Rada Powiatu Limanowskiego";2;7;5;45;34513;25827;"Limanowa";"Gmina Laskowa, Gmina Limanowa";"120700";31
"małopolskie";"limanowski";"Rada Powiatu Limanowskiego";3;3;5;23;15140;11728;"Limanowa";"Miasto Mszana Dolna, Gmina Niedźwiedź";"120700";4
"małopolskie";"limanowski";"Rada Powiatu Limanowskiego";4;3;4;18;17566;13314;"Limanowa";"Gmina Mszana Dolna";"120700";12
"małopolskie";"limanowski";"Rada Powiatu Limanowskiego";5;4;5;28;18893;14392;"Limanowa";"Gmina Dobra, Gmina Jodłownik";"120700";13
"małopolskie";"limanowski";"Rada Powiatu Limanowskiego";6;3;5;23;18200;13688;"Limanowa";"Gmina Kamienica, Gmina Łukowica";"120700";1
"małopolskie";"miechowski";"Rada Powiatu Miechowskiego";1;5;5;35;13118;10794;"Miechów";"Charsznica, Gołcza";"120800";0
"małopolskie";"miechowski";"Rada Powiatu Miechowskiego";2;4;6;35;12874;10640;"Miechów";"Książ Wielki, Kozłów, Słaboszów";"120800";0
"małopolskie";"miechowski";"Rada Powiatu Miechowskiego";3;8;6;55;20821;17070;"Miechów";"Miechów, Racławice";"120800";0
"małopolskie";"myślenicki";"Rada Powiatu Myślenickiego";1;9;5;49;43929;34555;"Myślenice";"Myślenice";"120900";10
"małopolskie";"myślenicki";"Rada Powiatu Myślenickiego";2;3;4;19;15074;11668;"Myślenice";"Sułkowice";"120900";1
"małopolskie";"myślenicki";"Rada Powiatu Myślenickiego";3;5;4;27;24536;18989;"Myślenice";"Dobczyce, Siepraw";"120900";0
"małopolskie";"myślenicki";"Rada Powiatu Myślenickiego";4;4;4;23;19920;15355;"Myślenice";"Pcim, Tokarnia";"120900";0
"małopolskie";"myślenicki";"Rada Powiatu Myślenickiego";5;4;4;24;24105;18533;"Myślenice";"Lubień, Raciechowice, Wiśniowa";"120900";3
"małopolskie";"nowosądecki";"Rada Powiatu Nowosądeckiego";1;4;3;18;30455;22645;"Nowy Sącz";"Gmina Łącko, Gmina Podegrodzie";"121000";3
"małopolskie";"nowosądecki";"Rada Powiatu Nowosądeckiego";2;4;4;24;29436;22474;"Nowy Sącz";"Gmina Chełmiec";"121000";0
"małopolskie";"nowosądecki";"Rada Powiatu Nowosądeckiego";3;5;4;26;35355;26825;"Nowy Sącz";"Gmina Gródek nad Dunajcem, Gmina Korzenna, Gmina Łososina Dolna";"121000";3
"małopolskie";"nowosądecki";"Rada Powiatu Nowosądeckiego";4;4;3;18;31630;23858;"Nowy Sącz";"Miasto Grybów, Gmina Grybów";"121000";2
"małopolskie";"nowosądecki";"Rada Powiatu Nowosądeckiego";5;3;4;20;25633;19239;"Nowy Sącz";"Gmina Kamionka Wielka, Gmina Łabowa, Gmina Nawojowa";"121000";1
"małopolskie";"nowosądecki";"Rada Powiatu Nowosądeckiego";6;6;4;31;41227;33076;"Nowy Sącz";"Gmina Krynica-Zdrój, Miasto i Gmina Uzdrowiskowa Muszyna, Miasto i Gmina Piwniczna-Zdrój, Gmina Rytro";"121000";5
"małopolskie";"nowosądecki";"Rada Powiatu Nowosądeckiego";7;3;4;20;23544;18454;"Nowy Sącz";"Gmina Stary Sącz";"121000";18
"małopolskie";"nowotarski";"Rada Powiatu Nowotarskiego";1;5;7;48;31009;25684;"Nowy Targ";"Miasto Nowy Targ";"121100";6
"małopolskie";"nowotarski";"Rada Powiatu Nowotarskiego";2;6;6;43;39045;30790;"Nowy Targ";"Gmina Czorsztyn, Gmina Krościenko nad Dunajcem, Gmina Łapsze Niżne, Gmina Ochotnica Dolna, Miasto i Gmina Szczawnica";"121100";5
"małopolskie";"nowotarski";"Rada Powiatu Nowotarskiego";3;5;6;42;34859;27399;"Nowy Targ";"Gmina Nowy Targ, Gmina Szaflary";"121100";0
"małopolskie";"nowotarski";"Rada Powiatu Nowotarskiego";4;3;5;25;22164;17749;"Nowy Targ";"Miasto i Gmina Czarny Dunajec";"121100";7
"małopolskie";"nowotarski";"Rada Powiatu Nowotarskiego";5;4;6;34;24866;18766;"Nowy Targ";"Gmina Jabłonka, Gmina Lipnica Wielka";"121100";12
"małopolskie";"nowotarski";"Rada Powiatu Nowotarskiego";6;3;5;25;19260;15017;"Nowy Targ";"Gmina Raba Wyżna, Gmina Spytkowice";"121100";0
"małopolskie";"nowotarski";"Rada Powiatu Nowotarskiego";7;3;5;25;16299;13364;"Nowy Targ";"Gmina Rabka-Zdrój";"121100";1
"małopolskie";"olkuski";"Rada Powiatu w Olkuszu";1;10;5;60;44309;36757;"Olkusz";"Olkusz";"121200";2
"małopolskie";"olkuski";"Rada Powiatu w Olkuszu";2;3;5;24;14295;11885;"Olkusz";"Klucze";"121200";0
"małopolskie";"olkuski";"Rada Powiatu w Olkuszu";3;6;5;38;28392;23346;"Olkusz";"Trzyciąż, Wolbrom";"121200";2
"małopolskie";"olkuski";"Rada Powiatu w Olkuszu";4;4;5;29;16624;13975;"Olkusz";"Bukowno, Bolesław";"121200";0
"małopolskie";"oświęcimski";"Rada Powiatu w Oświęcimiu";1;6;5;40;33450;28116;"Oświęcim";"miasto Oświęcim";"121300";9
"małopolskie";"oświęcimski";"Rada Powiatu w Oświęcimiu";2;6;5;40;30681;24785;"Oświęcim";"gm. Oświęcim, Chełmek";"121300";1
"małopolskie";"oświęcimski";"Rada Powiatu w Oświęcimiu";3;4;5;30;19862;16263;"Oświęcim";"Brzeszcze";"121300";3
"małopolskie";"oświęcimski";"Rada Powiatu w Oświęcimiu";4;6;5;40;32343;26047;"Oświęcim";"Kęty";"121300";0
"małopolskie";"oświęcimski";"Rada Powiatu w Oświęcimiu";5;5;5;35;27999;22326;"Oświęcim";"Osiek, Polanka Wielka, Przeciszów, Zator";"121300";0
"małopolskie";"proszowicki";"Rada Powiatu Proszowickiego";1;4;3;18;8918;7012;"Proszowice";"Koniusza";"121400";0
"małopolskie";"proszowicki";"Rada Powiatu Proszowickiego";2;4;4;21;10814;8957;"Proszowice";"Koszyce, Nowe Brzesko";"121400";0
"małopolskie";"proszowicki";"Rada Powiatu Proszowickiego";3;3;3;15;6765;5460;"Proszowice";"Pałecznica, Radziemice";"121400";0
"małopolskie";"proszowicki";"Rada Powiatu Proszowickiego";4;6;3;24;15408;12757;"Proszowice";"Proszowice";"121400";0
"małopolskie";"suski";"Rada Powiatu Suskiego";1;3;4;20;11906;9470;"Sucha Beskidzka";"Gmina Stryszawa";"121500";1
"małopolskie";"suski";"Rada Powiatu Suskiego";2;4;4;24;15474;12580;"Sucha Beskidzka";"Gmina Maków Podhalański";"121500";0
"małopolskie";"suski";"Rada Powiatu Suskiego";3;4;4;24;16245;12713;"Sucha Beskidzka";"Miasto Jordanów, Gmina Jordanów";"121500";1
"małopolskie";"suski";"Rada Powiatu Suskiego";4;4;4;23;15723;12435;"Sucha Beskidzka";"Gmina Bystra-Sidzina, Gmina Zawoja";"121500";16
"małopolskie";"suski";"Rada Powiatu Suskiego";5;6;4;31;22960;18498;"Sucha Beskidzka";"Miasto Sucha Beskidzka, Gmina Budzów, Gmina Zembrzyce";"121500";1
"małopolskie";"tarnowski";"Rada Powiatu Tarnowskiego";1;4;4;23;25905;20810;"Tarnów";"Gmina Tarnów";"121600";0
"małopolskie";"tarnowski";"Rada Powiatu Tarnowskiego";2;3;4;20;17263;13879;"Tarnów";"Gmina Tuchów";"121600";51
"małopolskie";"tarnowski";"Rada Powiatu Tarnowskiego";3;3;4;18;18295;15065;"Tarnów";"Gmina Żabno";"121600";2
"małopolskie";"tarnowski";"Rada Powiatu Tarnowskiego";4;3;4;20;23641;19423;"Tarnów";"Gminy: Radłów, Wierzchosławice, Wietrzychowice";"121600";0
"małopolskie";"tarnowski";"Rada Powiatu Tarnowskiego";5;4;4;24;29920;23424;"Tarnów";"Gminy: Lisia Góra, Skrzyszów";"121600";2
"małopolskie";"tarnowski";"Rada Powiatu Tarnowskiego";6;3;4;18;20039;15603;"Tarnów";"Gminy: Gromnik, Ciężkowice";"121600";0
"małopolskie";"tarnowski";"Rada Powiatu Tarnowskiego";7;5;4;26;37474;29738;"Tarnów";"Gminy: Pleśna, Wojnicz, Zakliczyn";"121600";3
"małopolskie";"tarnowski";"Rada Powiatu Tarnowskiego";8;4;4;23;25802;20514;"Tarnów";"Gminy: Szerzyny, Ryglice, Rzepiennik Strzyżewski";"121600";2
"małopolskie";"tatrzański";"Rada Powiatu Tatrzańskiego";1;7;4;34;24486;20555;"Zakopane";"Miasto Zakopane";"121700";11
"małopolskie";"tatrzański";"Rada Powiatu Tatrzańskiego";2;4;4;21;13474;10433;"Zakopane";"Gmina Bukowina Tatrzańska";"121700";9
"małopolskie";"tatrzański";"Rada Powiatu Tatrzańskiego";3;8;4;37;26998;21209;"Zakopane";"Gmina Biały Dunajec, Gmina Kościelisko, Gmina Poronin";"121700";1
"małopolskie";"wadowicki";"Rada Powiatu w Wadowicach";1;7;6;52;41305;33127;"Wadowice";"Andrychów";"121800";3
"małopolskie";"wadowicki";"Rada Powiatu w Wadowicach";2;6;6;46;35629;29168;"Wadowice";"Wadowice";"121800";5
"małopolskie";"wadowicki";"Rada Powiatu w Wadowicach";3;4;6;32;19668;15693;"Wadowice";"Kalwaria Zebrzydowska";"121800";3
"małopolskie";"wadowicki";"Rada Powiatu w Wadowicach";4;3;5;23;17121;13563;"Wadowice";"Lanckorona, Stryszów, Mucharz";"121800";0
"małopolskie";"wadowicki";"Rada Powiatu w Wadowicach";5;7;6;49;41402;32245;"Wadowice";"Brzeźnica, Spytkowice, Tomice, Wieprz";"121800";0
